pred_file,gt_file,psnr,ssim
frankfurt_frankfurt_000001_032556_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_032556_leftImg8bit.png,13.5052,0.775543
frankfurt_frankfurt_000001_032711_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_032711_leftImg8bit.png,15.9454,0.794377
frankfurt_frankfurt_000001_032942_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_032942_leftImg8bit.png,15.6686,0.782125
frankfurt_frankfurt_000001_033655_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_033655_leftImg8bit.png,14.9944,0.776006
frankfurt_frankfurt_000001_034047_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_034047_leftImg8bit.png,12.4545,0.684838
frankfurt_frankfurt_000001_034816_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_034816_leftImg8bit.png,15.8751,0.823411
frankfurt_frankfurt_000001_035144_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_035144_leftImg8bit.png,11.7211,0.755075
frankfurt_frankfurt_000001_035864_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_035864_leftImg8bit.png,12.5241,0.679868
frankfurt_frankfurt_000001_037705_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_037705_leftImg8bit.png,13.8645,0.674304
frankfurt_frankfurt_000001_038245_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_038245_leftImg8bit.png,12.9994,0.759839
frankfurt_frankfurt_000001_038418_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_038418_leftImg8bit.png,13.6726,0.801475
frankfurt_frankfurt_000001_038645_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_038645_leftImg8bit.png,10.8887,0.661837
frankfurt_frankfurt_000001_038844_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_038844_leftImg8bit.png,14.8060,0.749594
frankfurt_frankfurt_000001_039895_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_039895_leftImg8bit.png,10.9283,0.719237
frankfurt_frankfurt_000001_040575_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_040575_leftImg8bit.png,12.3759,0.666848
frankfurt_frankfurt_000001_040732_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_040732_leftImg8bit.png,12.4401,0.685753
frankfurt_frankfurt_000001_041074_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_041074_leftImg8bit.png,11.7362,0.730969
frankfurt_frankfurt_000001_041354_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_041354_leftImg8bit.png,11.9954,0.705347
frankfurt_frankfurt_000001_041517_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_041517_leftImg8bit.png,13.2617,0.762104
frankfurt_frankfurt_000001_041664_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_041664_leftImg8bit.png,10.8341,0.694985
frankfurt_frankfurt_000001_042098_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_042098_leftImg8bit.png,12.7469,0.703350
frankfurt_frankfurt_000001_042384_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_042384_leftImg8bit.png,12.8809,0.714024
frankfurt_frankfurt_000001_042733_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_042733_leftImg8bit.png,12.6992,0.767857
frankfurt_frankfurt_000001_043395_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_043395_leftImg8bit.png,11.8565,0.734596
frankfurt_frankfurt_000001_043564_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_043564_leftImg8bit.png,12.5693,0.730255
frankfurt_frankfurt_000001_044227_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_044227_leftImg8bit.png,13.5643,0.803413
frankfurt_frankfurt_000001_044413_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_044413_leftImg8bit.png,14.0151,0.743106
frankfurt_frankfurt_000001_044525_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_044525_leftImg8bit.png,11.8570,0.761588
frankfurt_frankfurt_000001_044658_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_044658_leftImg8bit.png,13.6484,0.793920
frankfurt_frankfurt_000001_044787_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_044787_leftImg8bit.png,14.4767,0.736523
frankfurt_frankfurt_000001_046126_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_046126_leftImg8bit.png,10.9689,0.729921
frankfurt_frankfurt_000001_046272_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_046272_leftImg8bit.png,15.3440,0.778507
frankfurt_frankfurt_000001_046504_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_046504_leftImg8bit.png,13.0782,0.774154
frankfurt_frankfurt_000001_046779_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_046779_leftImg8bit.png,11.6249,0.703230
frankfurt_frankfurt_000001_047178_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_047178_leftImg8bit.png,15.5587,0.740249
frankfurt_frankfurt_000001_047552_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_047552_leftImg8bit.png,15.1674,0.811624
frankfurt_frankfurt_000001_048196_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_048196_leftImg8bit.png,14.4558,0.826436
frankfurt_frankfurt_000001_048355_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_048355_leftImg8bit.png,17.3651,0.789123
frankfurt_frankfurt_000001_048654_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_048654_leftImg8bit.png,10.7134,0.723556
frankfurt_frankfurt_000001_049078_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_049078_leftImg8bit.png,11.7163,0.790078
